Datum,Month,TotalRevenue,PageviewsAlexa, pageeCPM,USDeCPM,Adsense,OpenX,OtherAdNetw,Outbr,ADX,MobPV,TotalMobile,MobeCPM,MobAdsense,MobOpenX,MobOtherAd,MobOutB,ADXm,AdSnsDesktop,AdSnsMobile,AdSnsRadio,USDesktop,USDBC,USDMobile,MobileExpo9 ,TotalExpo9,MobileOutbrain,TotalOutbrain,TotalSwitchAds,TotalConv,USDEURO
Fri    07/Oct/16,Oct-16,3423.65,2798000.00,1.22,1.36,960.94,907.01,187.13,628.57,740.00,1700000.00,1300.70,0.77,461.00,255.65,54.05,389.00,141.00,280.00,461.00,206.00,723.74,0.00,284.05,0.00,15.15,389.00,628.57,47.71,0.00,0.90
Sat    08/Oct/16,Oct-16,2878.95,2201000.00,1.31,1.47,821.00,747.60,163.58,572.77,574.00,1544000.00,1235.33,0.80,437.00,223.59,58.74,386.00,130.00,217.00,437.00,163.00,588.77,0.00,251.23,0.00,9.00,386.00,572.77,38.80,0.00,0.89
Sun    09/Oct/16,Oct-16,2939.45,2431000.00,1.21,1.36,847.00,765.35,139.26,547.85,640.00,1704000.00,1218.39,0.72,435.00,236.56,41.83,380.00,125.00,218.00,435.00,169.00,594.14,0.00,265.80,0.00,10.00,380.00,547.85,27.00,0.00,0.89
Mon    10/Oct/16,Oct-16,3284.03,2953000.00,1.11,1.25,874.00,872.70,171.77,582.56,783.00,1464000.00,1184.02,0.81,400.00,269.97,40.05,354.00,120.00,297.00,400.00,167.00,677.22,0.00,303.34,0.00,20.00,354.00,582.56,28.00,0.00,0.89
Tue    11/Oct/16,Oct-16,3607.64,3019000.00,1.19,1.33,1042.00,992.84,169.20,611.60,792.00,1725000.00,1289.50,0.75,485.00,294.60,45.90,354.00,110.00,385.00,485.00,161.00,775.82,0.00,327.33,0.00,19.00,354.00,611.60,23.00,0.00,0.90
Wed    12/Oct/16,Oct-16,3578.37,2938000.00,1.22,1.34,1021.00,966.35,174.40,663.62,753.00,1817000.00,1346.92,0.74,504.00,297.17,48.82,396.93,100.00,318.00,504.00,189.00,735.36,0.00,326.56,0.00,20.00,396.93,663.62,25.00,0.00,0.91
Thu    13/Oct/16,Oct-16,3549.33,3081000.00,1.15,1.27,1020.00,936.94,162.84,671.55,758.00,1900000.00,1327.96,0.70,475.00,286.35,48.61,398.00,120.00,353.00,475.00,181.00,714.93,0.00,314.67,0.00,18.04,398.00,671.55,31.46,0.00,0.91
Fri    14/Oct/16,Oct-16,3147.67,2731000.00,1.15,1.27,899.00,882.86,162.12,586.69,617.00,1680000.00,1203.97,0.72,427.00,283.89,56.07,357.00,80.00,390.00,427.00,171.00,658.21,0.00,311.97,0.00,19.00,357.00,586.69,29.80,0.00,0.91
Sat    15/Oct/16,Oct-16,2632.82,2261000.00,1.16,1.28,805.00,683.54,163.80,535.48,445.00,1610000.00,1113.06,0.69,420.00,211.01,50.05,352.00,80.00,210.00,420.00,167.00,519.26,0.00,231.88,0.00,20.00,352.00,535.48,45.00,0.00,0.91
Sun    16/Oct/16,Oct-16,2684.87,2240000.00,1.20,1.32,779.00,690.34,162.78,562.74,490.00,1650000.00,1038.18,0.63,400.00,235.21,64.50,258.47,80.00,198.00,400.00,174.00,500.15,0.00,258.47,0.00,13.00,258.47,562.74,32.00,0.00,0.91
Mon    17/Oct/16,Oct-16,3340.80,2890000.00,1.16,1.27,975.31,905.77,201.11,588.61,670.00,1750000.00,1294.70,0.74,467.00,310.00,63.70,364.00,90.00,321.00,467.00,182.00,654.69,0.00,340.66,0.00,23.00,364.00,588.61,28.00,0.00,0.91
Tue    18/Oct/16,Oct-16,3408.16,2834000.00,1.20,1.32,1020.00,916.21,174.72,639.23,658.00,1730000.00,1295.97,0.75,456.00,319.00,60.97,370.00,90.00,368.00,456.00,178.00,656.27,0.00,350.55,0.00,20.00,370.00,639.23,25.00,0.00,0.91
Wed    19/Oct/16,Oct-16,3520.22,2940000.00,1.20,1.32,1050.00,906.63,187.46,686.13,690.00,1890000.00,1364.66,0.72,451.00,295.51,55.51,442.64,120.00,337.00,451.00,245.00,671.56,0.00,324.74,0.00,20.00,442.64,686.13,25.00,0.00,0.91
Thu    20/Oct/16,Oct-16,3389.25,2916000.00,1.16,1.28,1050.00,871.14,201.11,587.00,680.00,1840000.00,1228.68,0.67,479.00,246.53,59.15,344.00,100.00,323.00,479.00,245.00,686.39,0.00,270.91,0.00,20.00,344.00,587.00,26.00,0.00,0.91
Fri    21/Oct/16,Oct-16,3431.56,2840000.00,1.21,1.33,1090.00,905.86,177.91,582.80,675.00,1930000.00,1275.67,0.66,535.00,249.25,56.42,355.00,80.00,327.00,535.00,220.00,721.55,0.00,273.90,0.00,13.00,355.00,582.80,30.00,0.00,0.91
Sat    22/Oct/16,Oct-16,2982.21,2402000.00,1.24,1.36,935.00,797.86,168.04,533.31,548.00,1710000.00,1173.11,0.69,457.00,231.69,56.42,348.00,80.00,238.00,457.00,232.00,622.17,0.00,254.60,0.00,11.66,348.00,533.31,29.00,0.00,0.91
Sun    23/Oct/16,Oct-16,2985.31,2350000.00,1.27,1.38,859.00,808.15,172.96,555.20,590.00,1700000.00,1281.30,0.75,463.00,261.18,56.12,381.00,120.00,215.00,463.00,175.00,594.53,0.00,283.89,0.00,14.00,381.00,555.20,30.00,0.00,0.92
Mon    24/Oct/16,Oct-16,3589.42,3038000.00,1.18,1.28,1020.00,952.91,204.24,617.27,795.00,1820000.00,1304.68,0.72,437.00,282.48,55.20,370.00,160.00,360.00,437.00,194.00,728.73,0.00,307.04,0.00,20.00,370.00,617.27,31.00,0.00,0.92
Tue    25/Oct/16,Oct-16,3694.78,2943000.00,1.26,1.36,1080.00,933.88,215.28,655.62,810.00,1800000.00,1338.51,0.74,453.00,284.19,65.32,376.00,160.00,329.00,453.00,272.00,706.19,0.00,308.90,0.00,23.00,376.00,655.62,28.00,0.00,0.92
Wed    26/Oct/16,Oct-16,3650.42,2924000.00,1.25,1.36,974.00,1069.00,195.04,680.38,732.00,1720000.00,1358.10,0.79,421.00,328.90,55.20,403.00,150.00,365.00,421.00,180.00,804.46,0.00,357.50,0.00,21.00,403.00,680.38,31.00,0.00,0.92
Thu    27/Oct/16,Oct-16,3877.72,3225000.00,1.20,1.31,1010.00,1134.42,212.52,742.78,778.00,1970000.00,1522.03,0.77,480.00,368.23,59.80,444.00,170.00,330.00,480.00,191.00,832.82,0.00,400.25,0.00,20.00,444.00,742.78,31.00,0.00,0.92
Fri    28/Oct/16,Oct-16,3918.15,3044000.00,1.29,1.40,1050.00,1193.95,198.72,752.48,723.00,1900000.00,1645.42,0.87,546.00,408.46,57.96,473.00,160.00,320.00,546.00,177.00,853.79,0.00,443.98,0.00,18.00,473.00,752.48,29.00,0.00,0.92
Sat    29/Oct/16,Oct-16,3129.35,2252000.00,1.39,1.53,831.00,967.45,165.62,655.28,510.00,1500000.00,1450.10,0.97,425.00,387.41,56.42,431.27,150.00,228.00,425.00,175.00,637.40,0.00,425.73,0.00,12.00,431.27,655.28,28.00,0.00,0.91
Sun    30/Oct/16,Oct-16,3049.73,2290000.00,1.33,1.46,858.00,883.91,165.26,628.56,514.00,1640000.00,1430.68,0.87,460.00,347.63,50.05,433.00,140.00,221.00,460.00,175.00,589.32,0.00,382.01,0.00,15.00,433.00,628.56,26.00,0.00,0.91
Mon    31/Oct/16,Oct-16,3599.44,3101000.00,1.16,1.28,903.00,1089.70,209.30,695.44,702.00,1820000.00,1380.61,0.76,404.00,362.56,50.05,414.00,150.00,318.00,404.00,177.00,799.05,0.00,398.42,0.00,25.00,414.00,695.44,30.00,0.00,0.91
Tue    01/Nov/16,Nov-16,3380.96,3002000.00,1.13,1.24,901.00,958.94,202.02,649.00,670.00,1730000.00,1280.67,0.74,351.00,332.34,57.33,400.00,140.00,368.00,351.00,177.00,688.57,0.00,365.21,0.00,21.00,400.00,649.00,24.00,0.00,0.91
Wed    02/Nov/16,Nov-16,3598.70,3005000.00,1.20,1.33,954.00,1019.70,202.50,688.50,734.00,2100000.00,1406.56,0.67,436.00,341.66,54.90,404.00,170.00,353.00,436.00,160.00,753.38,0.00,379.62,0.00,21.00,404.00,688.50,30.00,0.00,0.90
Thu    03/Nov/16,Nov-16,3573.74,2984000.00,1.20,1.33,938.00,1023.21,212.40,690.13,710.00,2016000.00,1392.80,0.69,423.00,328.40,59.40,412.00,170.00,328.00,423.00,180.00,772.01,0.00,364.89,0.00,23.00,412.00,690.13,27.00,0.00,0.90
Fri    04/Nov/16,Nov-16,3632.76,3057000.00,1.19,1.32,960.15,1106.82,195.30,695.59,674.90,2114000.00,1472.52,0.70,452.00,383.72,55.80,421.00,160.00,309.00,452.00,195.00,803.44,0.00,426.36,0.00,19.00,421.00,695.59,21.00,0.00,0.90
Sat    05/Nov/16,Nov-16,2859.72,2211000.00,1.29,1.44,789.00,845.96,157.50,570.26,497.00,1795000.00,1261.63,0.70,395.00,303.83,55.80,367.00,140.00,212.00,395.00,175.00,602.36,0.00,337.59,0.00,12.00,367.00,570.26,21.00,0.00,0.90
Sun    06/Nov/16,Nov-16,2773.01,2297000.00,1.21,1.34,780.00,752.13,154.80,570.08,516.00,1845000.00,1335.79,0.72,495.00,262.99,46.80,391.00,140.00,192.00,495.00,177.00,543.49,0.00,292.21,0.00,13.00,391.00,570.08,27.00,0.00,0.90
Mon    07/Nov/16,Nov-16,3757.28,3113000.00,1.21,1.34,1010.00,1063.60,207.90,649.78,826.00,2226000.00,1395.54,0.63,466.00,303.44,53.10,393.00,180.00,372.00,466.00,163.00,844.62,0.00,337.16,0.00,21.00,393.00,649.78,24.00,0.00,0.90
Tue    08/Nov/16,Nov-16,3493.08,3012000.00,1.16,1.29,971.00,1016.95,200.70,578.43,726.00,2274000.00,1331.37,0.59,454.00,296.47,54.90,361.00,165.00,344.00,454.00,169.00,800.53,0.00,329.41,0.00,17.00,361.00,578.43,18.00,0.00,0.90
Wed    09/Nov/16,Nov-16,3659.04,3267000.00,1.12,1.24,969.00,984.54,238.50,660.00,807.00,2500000.00,1396.67,0.56,469.00,299.97,47.70,410.00,170.00,313.00,469.00,183.00,760.63,0.00,333.30,0.00,31.00,410.00,660.00,28.00,0.00,0.90
Thu    10/Nov/16,Nov-16,3684.30,3043000.00,1.21,1.35,965.00,1025.40,218.70,668.20,807.00,2530000.00,1387.56,0.55,459.00,289.46,53.10,411.00,175.00,338.00,459.00,159.00,817.71,0.00,321.62,0.00,25.00,411.00,668.20,29.00,0.00,0.90
Fri    11/Nov/16,Nov-16,3455.47,2646000.00,1.31,1.42,895.00,1037.59,177.10,632.78,713.00,1900000.00,1355.92,0.71,424.00,304.08,47.84,400.00,180.00,293.00,424.00,173.00,797.29,0.00,330.52,0.00,22.50,400.00,632.78,24.00,0.00,0.92
Sat    12/Nov/16,Nov-16,3374.38,2427000.00,1.39,1.51,935.00,1007.46,135.24,606.68,690.00,2093000.00,1439.26,0.69,502.00,297.34,34.96,397.96,207.00,236.00,502.00,190.00,771.87,0.00,323.20,0.00,14.00,397.96,606.68,21.00,0.00,0.92
Sun    13/Nov/16,Nov-16,3875.49,2916000.00,1.33,1.44,974.00,1211.25,159.71,624.52,906.00,2246000.00,1591.50,0.71,531.00,354.50,29.99,426.00,250.00,249.00,531.00,190.00,931.25,0.00,385.33,0.00,13.00,426.00,624.52,30.00,0.00,0.92
Mon    14/Nov/16,Nov-16,4069.84,3366000.00,1.21,1.30,1070.00,1243.27,192.87,603.70,960.00,2359000.00,1505.45,0.64,515.00,327.95,46.50,336.00,280.00,363.00,515.00,181.00,984.22,0.00,352.63,0.00,20.39,336.00,603.70,27.00,0.00,0.93
Tue    15/Nov/16,Nov-16,4588.60,3538000.00,1.30,1.39,1180.00,1366.92,229.71,731.97,1080.00,2424000.00,1720.52,0.71,563.00,370.81,43.71,443.00,300.00,408.00,563.00,207.00,1071.09,0.00,398.72,0.00,50.00,443.00,731.97,20.00,0.00,0.93
Wed    16/Nov/16,Nov-16,4319.68,3225000.00,1.34,1.44,1130.00,1235.63,202.74,813.31,938.00,2204000.00,1679.74,0.76,542.00,339.31,41.85,496.58,260.00,373.00,542.00,207.00,963.78,0.00,364.85,0.00,19.00,496.58,813.31,18.00,0.00,0.93
Thu    17/Nov/16,Nov-16,4164.40,2911000.00,1.43,1.52,1160.00,1220.56,199.28,738.56,846.00,2024000.00,1638.35,0.81,571.00,348.15,41.36,437.84,240.00,366.00,571.00,217.00,928.10,0.00,370.37,0.00,24.00,437.84,738.56,26.00,0.00,0.94
Fri    18/Nov/16,Nov-16,4025.26,2778000.00,1.45,1.54,1100.00,1256.04,201.16,675.06,793.00,2032000.00,1553.12,0.76,523.00,346.64,39.48,434.00,210.00,365.00,523.00,202.00,967.44,0.00,368.77,0.00,21.00,434.00,675.06,28.00,0.00,0.94
Sat    19/Nov/16,Nov-16,3286.86,2198000.00,1.50,1.59,952.00,1034.61,156.04,524.21,620.00,1797000.00,1499.80,0.83,523.00,311.44,41.36,434.00,190.00,343.00,523.00,186.00,769.33,0.00,331.32,0.00,14.00,434.00,524.21,23.00,0.00,0.94
Sun    20/Nov/16,Nov-16,3453.81,2242000.00,1.54,1.64,1020.00,993.74,156.98,588.09,695.00,1900000.00,1461.25,0.77,553.00,295.29,31.96,381.00,200.00,270.00,553.00,185.00,743.03,0.00,314.14,0.00,16.00,381.00,588.09,34.00,0.00,0.94
Mon    21/Nov/16,Nov-16,4278.10,2968000.00,1.44,1.53,1240.00,1242.01,216.67,689.42,890.00,2090000.00,1612.40,0.77,602.00,330.62,34.78,415.00,230.00,424.00,602.00,210.00,969.57,0.00,351.72,0.00,24.50,415.00,689.42,37.00,0.00,0.94
Tue    22/Nov/16,Nov-16,4230.23,3139000.00,1.35,1.43,1180.00,1348.04,199.28,648.91,854.00,2163000.00,1597.77,0.74,575.00,358.65,45.12,379.00,240.00,398.00,575.00,201.00,1052.54,0.00,381.54,0.00,21.00,379.00,648.91,30.00,0.00,0.94
Wed    23/Nov/16,Nov-16,4203.66,2906000.00,1.45,1.54,1270.00,1283.87,192.70,647.09,810.00,2036000.00,1580.34,0.78,584.00,356.34,47.00,353.00,240.00,404.00,584.00,275.00,986.74,0.00,379.08,0.00,18.00,353.00,647.09,27.00,0.00,0.94
Thu    24/Nov/16,Nov-16,4541.09,3012000.00,1.51,1.60,1400.00,1434.51,191.76,658.82,856.00,2000000.00,1758.62,0.88,663.00,387.56,46.06,382.00,280.00,442.00,663.00,310.00,1113.77,0.00,412.30,0.00,14.00,382.00,658.82,32.00,0.00,0.94
Fri    25/Nov/16,Nov-16,4600.38,2829000.00,1.63,1.73,1450.00,1521.18,179.54,599.66,850.00,2000000.00,1768.57,0.88,718.00,416.57,47.00,327.00,260.00,433.00,718.00,295.00,1175.12,0.00,443.16,0.00,15.00,327.00,599.66,34.00,0.00,0.94
Sat    26/Nov/16,Nov-16,4311.52,2371000.00,1.82,1.93,1360.00,1395.35,172.96,625.21,758.00,2000000.00,1788.33,0.89,739.00,388.57,50.76,370.00,240.00,326.00,739.00,282.00,1071.04,0.00,413.37,0.00,12.00,370.00,625.21,28.00,0.00,0.94
Sun    27/Nov/16,Nov-16,4151.72,2460000.00,1.69,1.80,1210.00,1284.71,176.72,660.29,820.00,2000000.00,1803.81,0.90,699.00,375.51,42.30,407.00,280.00,298.00,699.00,202.00,967.23,0.00,399.48,0.00,14.00,407.00,660.29,27.00,0.00,0.94
Mon    28/Nov/16,Nov-16,5051.57,3183000.00,1.59,1.69,1450.00,1540.52,188.94,834.11,1038.00,2000000.00,2011.22,1.01,745.00,405.80,40.42,480.00,340.00,456.00,745.00,243.00,1207.15,0.00,431.70,0.00,17.00,480.00,834.11,26.00,0.00,0.94
Tue    29/Nov/16,Nov-16,5047.34,3300000.00,1.53,1.63,1470.00,1527.15,213.38,805.81,1031.00,2000000.00,2017.45,1.01,726.00,407.69,50.76,493.00,340.00,472.00,726.00,261.00,1190.92,0.00,433.71,0.00,19.00,493.00,805.81,24.00,0.00,0.94
Wed    30/Nov/16,Nov-16,4933.02,3205000.00,1.54,1.64,1390.00,1401.96,211.50,880.56,1049.00,2300000.00,1914.73,0.83,674.00,370.79,47.94,522.00,300.00,431.00,674.00,271.00,1096.99,0.00,394.46,0.00,22.00,522.00,880.56,26.00,0.00,0.94
Thu    01/Dec/16,Dec-16,4683.94,3165000.00,1.48,1.57,1330.00,1214.03,204.45,810.46,1125.00,2300000.00,1788.54,0.78,614.00,342.02,54.52,478.00,300.00,403.00,614.00,305.00,927.67,0.00,363.85,0.00,20.00,478.00,810.46,21.50,0.00,0.94
Fri    02/Dec/16,Dec-16,4464.72,2803000.00,1.59,1.69,1320.00,1278.05,189.88,736.79,940.00,2000000.00,1838.49,0.92,692.00,358.55,47.94,460.00,280.00,336.00,692.00,283.00,978.19,0.00,381.44,0.00,13.00,460.00,736.79,23.00,0.00,0.94
Sat    03/Dec/16,Dec-16,4261.61,2706000.00,1.57,1.68,1230.00,1227.78,181.42,761.41,861.00,2000000.00,1843.40,0.92,667.00,369.80,37.60,489.00,280.00,289.00,667.00,270.00,912.75,0.00,393.40,0.00,16.00,489.00,761.41,27.00,0.00,0.94
Sun    04/Dec/16,Dec-16,4193.68,2855000.00,1.47,1.56,1170.00,1193.13,179.54,721.01,930.00,2000000.00,1834.12,0.92,668.00,355.70,40.42,470.00,300.00,272.00,668.00,223.00,890.89,0.00,378.40,0.00,14.00,470.00,721.01,21.00,0.00,0.94
Mon    05/Dec/16,Dec-16,4999.85,3561000.00,1.40,1.49,1440.00,1462.77,228.67,745.40,1123.00,2400000.00,1925.83,0.80,694.00,410.44,47.00,434.39,340.00,432.00,694.00,303.00,1119.50,0.00,436.64,0.00,21.95,434.39,745.40,31.00,0.00,0.94
Tue    06/Dec/16,Dec-16,5333.75,3580000.00,1.49,1.60,1480.00,1514.77,245.06,852.92,1241.00,2500000.00,2026.48,0.81,710.00,440.40,52.08,474.00,350.00,435.00,710.00,329.00,1155.24,0.00,473.55,0.00,23.50,474.00,852.92,24.00,0.00,0.93
Wed    07/Dec/16,Dec-16,9941.30,5194000.00,1.91,2.06,2740.00,2497.75,453.60,1248.95,3001.00,3000000.00,3161.24,1.05,1120.00,624.74,46.50,640.00,730.00,993.00,1120.00,616.00,2013.99,0.00,671.76,0.00,67.00,640.00,1248.95,33.00,0.00,0.93
Thu    08/Dec/16,Dec-16,12249.60,8311000.00,1.47,1.58,3790.00,4090.16,472.44,1161.00,2736.00,4000000.00,3406.86,0.85,1550.00,621.20,57.66,628.00,550.00,1060.00,1550.00,1180.00,3730.06,0.00,667.96,0.00,80.00,628.00,1161.00,26.00,0.00,0.93
Fri    09/Dec/16,Dec-16,10586.40,7217000.00,1.47,1.58,2868.00,3570.95,443.61,1351.84,2352.00,4000000.00,3645.60,0.91,1345.00,890.80,55.80,754.00,600.00,853.00,1345.00,660.00,2881.88,0.00,957.85,0.00,48.00,754.00,1351.84,36.00,0.00,0.93
Sat    10/Dec/16,Dec-16,6340.12,4050000.00,1.57,1.67,1783.00,2003.47,280.12,938.53,1335.00,2500000.00,2699.65,1.08,1007.00,519.91,66.74,606.00,500.00,427.00,1007.00,342.00,1578.25,0.00,553.10,0.00,15.00,606.00,938.53,32.00,0.00,0.94
Sun    11/Dec/16,Dec-16,5243.11,3574000.00,1.47,1.56,1432.00,1664.76,242.52,809.83,1094.00,2000000.00,2232.59,1.12,847.00,406.65,47.94,531.00,400.00,350.00,847.00,231.00,1338.41,0.00,432.61,0.00,21.00,531.00,809.83,26.00,0.00,0.94
Mon    12/Dec/16,Dec-16,6004.07,4052000.00,1.48,1.58,1680.00,1792.45,260.38,989.24,1282.00,2500000.00,2231.98,0.89,892.00,418.68,42.30,579.00,300.00,466.00,892.00,312.00,1461.46,0.00,445.40,0.00,36.00,579.00,989.24,26.00,0.00,0.94
Tue    13/Dec/16,Dec-16,5681.65,3725000.00,1.53,1.61,1640.00,1657.60,260.30,979.75,1144.00,2500000.00,2212.80,0.89,948.00,374.55,52.25,538.00,300.00,439.00,948.00,249.00,1350.58,0.00,394.26,0.00,26.00,538.00,979.75,35.00,0.00,0.95
Wed    14/Dec/16,Dec-16,5576.59,3563000.00,1.57,1.67,1570.00,1700.96,268.84,800.79,1236.00,2500000.00,2133.22,0.85,844.00,437.18,62.04,490.00,300.00,453.00,844.00,266.00,1344.44,0.00,465.09,0.00,25.00,490.00,800.79,26.00,0.00,0.94
Thu    15/Dec/16,Dec-16,5371.29,3387000.00,1.59,1.69,1450.00,1726.01,247.69,790.59,1157.00,2500000.00,2040.11,0.82,702.00,507.71,56.40,474.00,300.00,443.00,702.00,296.00,1296.06,0.00,540.12,0.00,20.50,474.00,790.59,40.00,0.00,0.94
Fri    16/Dec/16,Dec-16,5280.45,3215000.00,1.64,1.73,1350.00,1687.66,245.10,853.14,1144.55,2500000.00,2197.56,0.88,745.00,512.56,57.00,583.00,300.00,383.00,745.00,211.00,1236.94,0.00,539.54,0.00,20.00,583.00,853.14,38.00,0.00,0.95
Sat    17/Dec/16,Dec-16,4539.41,2640000.00,1.72,1.79,1090.00,1555.91,212.16,756.34,925.00,2500000.00,1959.62,0.78,622.00,485.58,47.04,505.00,300.00,313.00,622.00,153.00,1114.93,0.00,505.81,0.00,17.00,505.00,756.34,38.00,0.00,0.96
Sun    18/Dec/16,Dec-16,4240.34,2504000.00,1.69,1.76,958.00,1411.28,208.32,709.74,953.00,2500000.00,1818.18,0.73,575.00,438.86,40.32,464.00,300.00,258.00,575.00,122.00,1012.93,0.00,457.15,0.00,27.00,464.00,709.74,35.00,0.00,0.96
Mon    19/Dec/16,Dec-16,4984.86,3157000.00,1.58,1.64,1190.00,1668.94,267.84,723.08,1135.00,2500000.00,1843.87,0.74,615.00,453.51,39.36,436.00,300.00,419.00,615.00,155.00,1266.07,0.00,472.41,0.00,36.00,436.00,723.08,42.00,0.00,0.96
Tue    20/Dec/16,Dec-16,5219.35,3255000.00,1.60,1.67,1290.00,1632.51,293.76,799.08,1204.00,2500000.00,1982.89,0.79,659.00,477.05,51.84,495.00,300.00,426.00,659.00,193.00,1203.60,0.00,496.93,0.00,39.00,495.00,799.08,47.00,0.00,0.96
Wed    21/Dec/16,Dec-16,5305.12,3162000.00,1.68,1.75,1340.00,1692.96,263.04,899.12,1110.00,2500000.00,2128.21,0.85,697.00,495.57,56.64,579.00,300.00,398.00,697.00,237.00,1247.28,0.00,516.22,0.00,35.00,579.00,899.12,30.00,0.00,0.96
Thu    22/Dec/16,Dec-16,5283.61,2983000.00,1.77,1.85,1330.00,1661.98,256.32,941.31,1094.00,2500000.00,2091.34,0.84,672.00,510.94,38.40,570.00,300.00,389.00,672.00,366.00,1199.00,0.00,532.23,0.00,35.00,570.00,941.31,32.00,0.00,0.96
Fri    23/Dec/16,Dec-16,5119.12,2707000.00,1.89,1.97,1260.00,1659.67,234.24,929.21,1036.00,2500000.00,2105.33,0.84,643.00,496.93,38.40,627.00,300.00,363.00,643.00,242.00,1211.18,0.00,517.64,0.00,30.00,627.00,929.21,33.00,0.00,0.96
Sat    24/Dec/16,Dec-16,4428.94,2486000.00,1.78,1.86,1160.00,1551.06,194.88,657.00,866.00,2000000.00,1880.99,0.94,670.00,466.23,29.76,415.00,300.00,275.00,670.00,206.00,1130.03,0.00,485.66,0.00,31.00,415.00,657.00,26.00,0.00,0.96
Sun    25/Dec/16,Dec-16,4016.53,2167000.00,1.85,1.93,1060.00,1288.77,173.76,682.00,812.00,1800000.00,1801.93,1.00,618.00,421.97,24.96,437.00,300.00,238.00,618.00,203.00,902.92,0.00,439.55,0.00,15.00,437.00,682.00,37.00,0.00,0.96
Mon    26/Dec/16,Dec-16,4696.69,2628000.00,1.79,1.86,1200.00,1503.33,231.36,751.00,1011.00,1800000.00,1930.67,1.07,649.00,456.07,33.60,492.00,300.00,317.00,649.00,224.00,1090.90,0.00,475.07,0.00,17.00,492.00,751.00,35.00,0.00,0.96
